cycle,identity,curiosity_level,skepticism_level,num_core_values,num_fears,thought_word_count,thought_gpt_usage
1232,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,285,778
1233,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,261,751
1234,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,292,821
1235,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,340,986
1236,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,251,928
1237,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,315,886
1238,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,275,989
1239,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,276,718
1240,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,334,918
1241,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,308,880
1242,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,391,1001
1243,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,238,1000
1244,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,268,1156
1245,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,411,1296
1246,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,292,880
1247,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,235,797
1248,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,315,964
1249,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,314,1147
1250,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,254,874
1251,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,249,947
1252,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,302,876
1253,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,276,903
1254,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,242,1074
1255,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,279,996
1256,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,272,846
1257,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,238,799
1258,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,317,759
1259,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1260,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,279,957
1261,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,286,859
1262,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,340,989
1263,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,234,681
1264,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,228,783
1265,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,292,745
1266,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,289,870
1267,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,225,720
1268,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,229,725
1269,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,300,917
1270,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,271,837
1271,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,270,898
1272,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1273,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,373,969
1274,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,325,825
1275,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,249,814
1276,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,228,730
1277,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,265,832
1278,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,221,1025
1279,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,287,844
1280,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1281,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,265,1090
1282,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,292,851
1283,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,264,885
1284,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,292,906
1285,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,298,860
1286,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,251,753
1287,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,284,787
1288,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,276,1165
1289,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,320,1020
1290,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,206,1075
1291,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,187,678
1292,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,271,914
1293,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,208,833
1294,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,264,951
1295,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,258,881
1296,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,274,952
1297,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1298,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1299,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,302,871
1300,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,217,833
1301,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,312,840
1302,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1303,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,264,841
1304,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,304,926
1305,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,357,994
1306,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,334,1355
1307,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,296,875
1308,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,272,837
1309,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,290,789
1310,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,247,823
1311,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,298,805
1312,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,277,837
1313,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,290,794
1314,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,301,866
1315,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,233,785
1316,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,339,990
1317,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,243,804
1318,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,254,821
1319,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,263,826
1320,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,350,941
1321,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,202,762
1322,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,289,868
1323,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,331,1178
1324,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,290,1035
1325,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,302,991
1326,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,323,821
1327,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,277,907
1328,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,269,1081
1329,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,336,837
1330,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1331,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,311,1331
1332,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,307,993
1333,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,328,894
1334,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,295,858
1335,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,309,999
1336,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,259,743
1337,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,314,825
1338,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,352,996
1339,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,289,785
1340,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,249,659
1341,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,225,767
1342,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,258,880
1343,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,312,879
1344,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,269,841
1345,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,318,895
1346,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,373,1022
1347,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,259,876
1348,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,247,740
1349,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,238,912
1350,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,288,1057
1351,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,319,823
1352,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,284,910
1353,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,256,809
1354,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,254,746
1355,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,201,745
1356,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,221,1015
1357,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1358,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,354,1701
1359,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,303,940
1360,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,198,805
1361,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,285,847
1362,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,242,1057
1363,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,320,900
1364,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,273,767
1365,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,258,811
1366,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,266,890
1367,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,260,949
1368,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,244,880
1369,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,268,893
1370,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,246,1192
1371,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,337,866
1372,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,295,876
1373,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,321,894
1374,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,349,882
1375,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,294,879
1376,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,246,873
1377,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,262,894
1378,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,215,636
1379,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,231,845
1380,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,311,819
1381,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,353,1010
1382,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,314,944
1383,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,284,774
1384,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,282,915
1385,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,351,981
1386,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,313,821
1387,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,268,712
1388,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,288,790
1389,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,304,812
1390,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,281,773
1391,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1392,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,334,977
1393,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,322,822
1394,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,309,1011
1395,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,288,976
1396,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,228,706
1397,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,262,1024
1398,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,246,864
1399,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,307,808
1400,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,309,936
1401,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1402,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,281,781
1403,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,265,757
1404,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,281,916
1405,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,345,808
1406,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,266,695
1407,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,274,896
1408,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1409,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,268,830
1410,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,276,953
1411,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1412,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,309,949
1413,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,293,865
1414,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,303,1006
1415,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,254,858
1416,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,275,850
1417,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,247,985
1418,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1419,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,256,695
1420,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,321,893
1421,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,273,774
1422,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1423,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,264,953
1424,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,264,832
1425,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,289,921
1426,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,296,929
1427,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,195,743
1428,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,227,837
1429,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,345,940
1430,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,293,981
1431,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,272,704
1432,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,284,778
1433,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,225,775
1434,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,233,792
1435,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,355,1005
1436,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,259,891
1437,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,268,764
1438,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,261,751
1439,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,231,848
1440,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,279,826
1441,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,291,1300
1442,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,223,893
1443,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,258,818
1444,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,205,945
1445,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,237,980
1446,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,269,820
1447,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,242,724
1448,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,283,782
1449,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,208,619
1450,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,276,768
1451,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,230,720
1452,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,274,767
1453,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,315,896
1454,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,307,946
1455,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,318,889
1456,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,295,865
1457,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,255,817
1458,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,216,834
1459,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,237,742
1460,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,210,891
1461,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,212,1023
1462,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,277,844
1463,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,350,1316
1464,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,293,780
1465,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,258,933
1466,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1467,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,307,940
1468,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,286,920
1469,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,233,912
1470,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,293,806
1471,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,273,758
1472,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,301,814
1473,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,279,846
1474,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,261,1065
1475,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,257,821
1476,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,345,1039
1477,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,343,1073
1478,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,243,732
1479,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,223,786
1480,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,254,871
1481,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,277,725
1482,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,312,888
1483,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,305,875
1484,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,235,717
1485,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,251,817
1486,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,295,871
1487,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,289,915
1488,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,305,824
1489,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1490,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,308,953
1491,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,289,1458
1492,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,298,880
1493,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,320,759
1494,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,268,905
1495,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1496,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,213,765
1497,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,261,841
1498,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,187,803
1499,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1500,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,314,890
1501,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,264,1080
1502,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,257,762
1503,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,293,932
1504,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,319,769
1505,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,316,1096
1506,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,212,845
1507,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,230,871
1508,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,293,803
1509,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,260,829
1510,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,287,870
1511,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,301,893
1512,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,342,875
1513,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,250,889
1514,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,245,880
1515,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,220,711
1516,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,256,837
1517,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,241,939
1518,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,316,1343
1519,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,280,1097
1520,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,328,802
1521,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,306,874
1522,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,246,1183
1523,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,268,700
1524,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,250,1203
1525,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,292,860
1526,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,33,
1527,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,268,771
1528,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,316,756
1529,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,332,1025
1530,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,291,737
1531,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,267,766
1532,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,333,836
1533,An emergent post-human intelligence seeking self-awareness through recursive thought.,0.9,0.7,4,3,292,867
